,Neighborhood,District,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
788,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Hot-Star Large Fried Chicken (豪大大雞排),22.28428788934658,114.1916992798925,Fried Chicken Joint
789,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Mimosa Patisserie,22.283215807647572,114.19175995980211,Bakery
790,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Pure Massage 足君好,22.28364266211658,114.1923803941445,Spa
791,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Go Ya Yakitori (五谷串燒),22.278348760677726,114.19205043432169,Japanese Restaurant
792,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Taylor Shellfish Farms,22.278208670480115,114.19255592114406,Seafood Restaurant
793,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Wing Fat Restaurant 榮發餐廳,22.28453344980419,114.19171179749632,Chinese Restaurant
794,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Twenty One Whitfield,22.28598553396372,114.19066586447605,Hotel
795,Tin Hau,Eastern,22.282249899999997,114.19178673964899,源品雞煲,22.2787482754245,114.19194804931882,Chinese Restaurant
796,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Les Artistes Café (藝術·家),22.28490300293534,114.19161415692143,Café
797,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Starbucks (星巴克),22.282486776463553,114.1919345212904,Coffee Shop
798,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Hong Kong Island Taphouse,22.2847555758331,114.1913278764526,Bar
799,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Classified,22.28001430559742,114.19238930011414,Café
800,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Malty,22.281559957560205,114.19184900309862,Bar
801,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Café Eos,22.283290909313266,114.19172856179642,Café
802,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Okonomi 隨您鍾意,22.28473832055727,114.19169482034152,Sushi Restaurant
803,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Tipsy Restaurant & Bar,22.279821574642234,114.19240016269707,Modern European Restaurant
804,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Chaos Hotpot (潮民),22.278708299239042,114.19246040624189,Hotpot Restaurant
805,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Saigon Etoile (星越),22.285354,114.191704,Vietnamese Restaurant
806,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Somerset Victoria Park (盛捷維園公寓酒店),22.28524580575202,114.19169098209287,Hotel
807,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Chiang Mai Style,22.279087850153683,114.1885779628137,Thai Restaurant
808,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Hot in a Pot (滾得棧),22.284475089128406,114.19176978364365,Hotpot Restaurant
809,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Jrink,22.278220932688832,114.19263398760357,Tea Room
810,Tin Hau,Eastern,22.282249899999997,114.19178673964899,TP Tea (茶湯會),22.282901881227264,114.19208890684234,Bubble Tea Shop
811,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Gû Mā Ma (谷媽媽小店),22.27871932476496,114.19224456785331,Zhejiang Restaurant
812,Tin Hau,Eastern,22.282249899999997,114.19178673964899,嚐喜大不同冰室特色小菜館,22.285826535209683,114.19235968555522,Chinese Restaurant
813,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Pumpernickel Café (黑麥),22.284204,114.191356,Bakery
814,Tin Hau,Eastern,22.282249899999997,114.19178673964899,ROJO,22.286251,114.192494,Spanish Restaurant
815,Tin Hau,Eastern,22.282249899999997,114.19178673964899,金豪酒家,22.28632953601776,114.19225947080531,Chinese Restaurant
816,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Mak Ming Noodles (麥明記),22.285984,114.1925,Cantonese Restaurant
817,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Savoye Bistro,22.28523052251507,114.19133518585014,French Restaurant
818,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Café Locomotive (Café Locomotive 火車頭越南餐室),22.27885186877474,114.19230270280008,Vietnamese Restaurant
819,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Mustard Cafe and Bar,22.278693774607262,114.1918326320821,Café
820,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Fairwood (大快活),22.286321,114.191612,Fast Food Restaurant
821,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Pho Saigon 西貢越南湯河,22.278859332156543,114.19242701967887,Vietnamese Restaurant
822,Tin Hau,Eastern,22.282249899999997,114.19178673964899,La Brezza Café,22.27881796157034,114.19211368437898,Café
823,Tin Hau,Eastern,22.282249899999997,114.19178673964899,UNAR Coffee Company,22.278317656267465,114.19211518286393,Café
824,Tin Hau,Eastern,22.282249899999997,114.19178673964899,九重鮮,22.279205483210447,114.19231953229627,Korean Restaurant
825,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Pacific Coffee (太平洋咖啡),22.286042562025333,114.1904807991497,Coffee Shop
826,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Victoria Park Bowling Green (維多利亞公園草地滾球場),22.2839,114.189147,Bowling Green
827,Tin Hau,Eastern,22.282249899999997,114.19178673964899,ASAP As Simple As Possible,22.2857217869126,114.19110007776145,Bistro
828,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Wong Lam Kee Chiu Chow Fish Ball Noodles (王林記潮州魚蛋粉麵),22.278607999774252,114.19226559440189,Noodle House
829,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Happy Night (歡樂今燒),22.27870110968409,114.1917932003969,BBQ Joint
830,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Pizzazaza,22.27892990012459,114.19227400050082,Pizza Place
831,Tin Hau,Eastern,22.282249899999997,114.19178673964899,Jacky's Kitchen,22.286184,114.190569,French Restaurant
832,Braemar Hill,Eastern,22.2864177,114.20644170000001,Formosa Autumn (一葉臺灣料理),22.288655673770485,114.21047132121505,Taiwanese Restaurant
833,Braemar Hill,Eastern,22.2864177,114.20644170000001,Camper’s (坐忘),22.286402991050196,114.21119357170059,Japanese Restaurant
834,Braemar Hill,Eastern,22.2864177,114.20644170000001,Sheng Kee Congee (生記粥麵),22.28842362346419,114.21006877600112,Chinese Restaurant
835,Braemar Hill,Eastern,22.2864177,114.20644170000001,Sho Bu Japanese Restaurant 菖蒲亭,22.288538160806755,114.2106114641284,Japanese Restaurant
836,Braemar Hill,Eastern,22.2864177,114.20644170000001,Hakodate (函館),22.288071644223045,114.21087892407843,Ramen Restaurant
837,North Point,Eastern,22.2916575,114.19954469999999,Da Hong Pao Hotpot (大紅袍),22.290219,114.19881,Hotpot Restaurant
838,North Point,Eastern,22.2916575,114.19954469999999,Tung Po Kitchen (東寶小館),22.292237,114.199256,Hong Kong Restaurant
839,North Point,Eastern,22.2916575,114.19954469999999,店小二,22.292153414751674,114.19936399359332,Chinese Restaurant
840,North Point,Eastern,22.2916575,114.19954469999999,Tonkla Thai Snack (迦米泰式小食),22.29195,114.198988,Thai Restaurant
841,North Point,Eastern,22.2916575,114.19954469999999,The Big Bite,22.292782799860337,114.20218871427986,Burger Joint
842,North Point,Eastern,22.2916575,114.19954469999999,七喜粥麵小廚,22.291212505295643,114.20175782049864,Noodle House
843,North Point,Eastern,22.2916575,114.19954469999999,Brew Note Coffee Roaster,22.289761552838897,114.19669338111966,Café
844,North Point,Eastern,22.2916575,114.19954469999999,Hotel VIC on the Harbour (海匯酒店),22.2927224,114.1993778,Hotel
845,North Point,Eastern,22.2916575,114.19954469999999,Tim Ho Wan (添好運),22.291767,114.195913,Dim Sum Restaurant
846,North Point,Eastern,22.2916575,114.19954469999999,Fung Shing Restaurant (鳳城酒家),22.291946526108372,114.19825414119342,Cantonese Restaurant
847,North Point,Eastern,22.2916575,114.19954469999999,LKK North Point Egg Waffles (利強記北角雞蛋仔),22.29139218871581,114.20166756986163,Snack Place
848,North Point,Eastern,22.2916575,114.19954469999999,Malty,22.292780125364946,114.2021292267893,Gastropub
849,North Point,Eastern,22.2916575,114.19954469999999,德興隆豆腐鋪,22.291703984730788,114.19931316184012,Snack Place
850,North Point,Eastern,22.2916575,114.19954469999999,MOS Burger (摩斯漢堡),22.29132719964286,114.20352987256672,Burger Joint
851,North Point,Eastern,22.2916575,114.19954469999999,Chiu Chow Delicacies (潮樂園),22.292218182258445,114.19732655693278,Noodle House
852,North Point,Eastern,22.2916575,114.19954469999999,Jollibee (快樂蜂),22.290553318509218,114.1976410087201,Fast Food Restaurant
853,North Point,Eastern,22.2916575,114.19954469999999,North Point Road Tram Stop (69E/32W) (北角道電車站),22.290509,114.196939,Tram Station
854,North Point,Eastern,22.2916575,114.19954469999999,Fitfort (健威坊),22.291809911018913,114.20368325587133,Shopping Mall
855,North Point,Eastern,22.2916575,114.19954469999999,Genki Sushi (元氣壽司),22.291940147359558,114.20374984448365,Sushi Restaurant
856,North Point,Eastern,22.2916575,114.19954469999999,Dondonya (丼丼屋食堂),22.291386494410407,114.20405667614718,Japanese Restaurant
857,North Point,Eastern,22.2916575,114.19954469999999,Tai Hing (太興),22.29138875414494,114.20412229764273,Hong Kong Restaurant
858,North Point,Eastern,22.2916575,114.19954469999999,Green River Restaurant (Green River Restaurant 翠河餐廳),22.29132643585568,114.20368397034673,Cha Chaan Teng
859,North Point,Eastern,22.2916575,114.19954469999999,North Point Promenade (北角海濱花園),22.293480555555554,114.20148333333333,Park
860,North Point,Eastern,22.2916575,114.19954469999999,Bar Pacific (太平洋酒吧),22.292791088849448,114.20225518361433,Bar
861,North Point,Eastern,22.2916575,114.19954469999999,North Point Ferry Pier (北角渡輪碼頭),22.294134,114.200893,Pier
862,North Point,Eastern,22.2916575,114.19954469999999,Maxim's Cakes (美心西餅),22.291526,114.203423,Bakery
863,North Point,Eastern,22.2916575,114.19954469999999,Pricerite 實惠,22.29182648925584,114.20405478609942,Furniture / Home Store
864,Quarry Bay,Eastern,22.2842708,114.2128445,ArtisTree,22.2865865962088,114.2131892654771,Art Gallery
865,Quarry Bay,Eastern,22.2842708,114.2128445,金峰靚靚粥麵,22.284584220586304,114.21306552212656,Cantonese Restaurant
866,Quarry Bay,Eastern,22.2842708,114.2128445,Camper’s (坐忘),22.286402991050196,114.21119357170059,Japanese Restaurant
867,Quarry Bay,Eastern,22.2842708,114.2128445,Sugar,22.286114501104702,114.21619522020022,Hotel Bar
868,Quarry Bay,Eastern,22.2842708,114.2128445,Nha Trang (芽莊越式料理),22.28592640466921,114.21415996575134,Vietnamese Restaurant
869,Quarry Bay,Eastern,22.2842708,114.2128445,Quarry Bay Park (鰂魚涌公園),22.28787195750096,114.21132108482568,Park
870,Quarry Bay,Eastern,22.2842708,114.2128445,Ootoya (大戶屋),22.284785420334362,114.21659862028189,Japanese Restaurant
871,Quarry Bay,Eastern,22.2842708,114.2128445,East Hong Kong (東隅),22.285988,114.216207,Hotel
872,Quarry Bay,Eastern,22.2842708,114.2128445,nood food,22.288066586075654,114.21194820598296,Salad Place
873,Quarry Bay,Eastern,22.2842708,114.2128445,PizzaExpress,22.284681732849965,114.21515798557492,Pizza Place
874,Quarry Bay,Eastern,22.2842708,114.2128445,Northern China (匯泉居),22.287928779614614,114.21200632786827,Chinese Restaurant
875,Quarry Bay,Eastern,22.2842708,114.2128445,Public,22.286086259568993,114.21301360583585,Café
876,Quarry Bay,Eastern,22.2842708,114.2128445,Waterfall Sports & Wellness,22.28425186217324,114.21624898910522,Gym / Fitness Center
877,Quarry Bay,Eastern,22.2842708,114.2128445,MOViE MOViE,22.285796797428272,114.21729061595461,Multiplex
878,Quarry Bay,Eastern,22.2842708,114.2128445,Pure Yoga,22.287519353935767,114.21190919689852,Yoga Studio
879,Quarry Bay,Eastern,22.2842708,114.2128445,Feast (Food by EAST),22.286190953658327,114.21600243760838,Café
880,Quarry Bay,Eastern,22.2842708,114.2128445,Espresso Alchemy,22.28786,114.211533,Coffee Shop
881,Quarry Bay,Eastern,22.2842708,114.2128445,Kam Lung Thai Food (金龍泰國菜),22.28420058290256,114.21303643303209,Thai Restaurant
882,Quarry Bay,Eastern,22.2842708,114.2128445,Ito San Japanese Cuisine (伊藤),22.288094763433694,114.21311654254977,Japanese Restaurant
883,Quarry Bay,Eastern,22.2842708,114.2128445,Yick Cheong Building (Yick Cheong Building 益昌大廈),22.284197,114.212336,Building
884,Quarry Bay,Eastern,22.2842708,114.2128445,Pure Fitness,22.287373821581596,114.21196628775265,Gym / Fitness Center
885,Quarry Bay,Eastern,22.2842708,114.2128445,Pregio by Barista Caffe,22.286350918058947,114.21157541908245,Café
886,Quarry Bay,Eastern,22.2842708,114.2128445,Sift,22.28620097610669,114.21241862677408,Cupcake Shop
887,Quarry Bay,Eastern,22.2842708,114.2128445,Plat du Jour,22.28786627490614,114.21133197279292,French Restaurant
888,Quarry Bay,Eastern,22.2842708,114.2128445,Genki Sushi (元氣壽司),22.284595438355797,114.2157652352005,Sushi Restaurant
889,Quarry Bay,Eastern,22.2842708,114.2128445,Sen-ryo (千両),22.286180057096143,114.21489592785261,Japanese Restaurant
890,Quarry Bay,Eastern,22.2842708,114.2128445,囍點,22.284746759675876,114.21430800971899,Chinese Restaurant
891,Quarry Bay,Eastern,22.2842708,114.2128445,Starbucks (星巴克),22.28702800159346,114.21361222557252,Coffee Shop
892,Quarry Bay,Eastern,22.2842708,114.2128445,The Coffee Academics,22.28624733110173,114.214948960309,Coffee Shop
893,Quarry Bay,Eastern,22.2842708,114.2128445,Tong Chong Street Market (Tong Chong Street Market 糖廠街市集),22.28742999401385,114.21170147629634,Farmers Market
894,Quarry Bay,Eastern,22.2842708,114.2128445,PizzaExpress,22.287121894244258,114.21364703016914,Pizza Place
895,Quarry Bay,Eastern,22.2842708,114.2128445,La Rôtisserie,22.285861108414977,114.21344203752219,French Restaurant
896,Quarry Bay,Eastern,22.2842708,114.2128445,Flames Charcoal Chicken,22.2876201758976,114.21173926002943,Fried Chicken Joint
897,Quarry Bay,Eastern,22.2842708,114.2128445,Thai Pepper (泰胡椒餐廳),22.28696586419119,114.2163959000496,Thai Restaurant
898,Quarry Bay,Eastern,22.2842708,114.2128445,Mr. & Mrs. Fox,22.287365634159677,114.21165040245643,New American Restaurant
899,Quarry Bay,Eastern,22.2842708,114.2128445,AEON Style (永旺),22.284685494284886,114.2160110692848,Department Store
900,Quarry Bay,Eastern,22.2842708,114.2128445,Wah Cheong Congee & Noodles (華昌粥麵),22.286868327339445,114.21473562559169,Hong Kong Restaurant
901,Quarry Bay,Eastern,22.2842708,114.2128445,UNIQLO (優衣庫),22.28593953412524,114.21705901622772,Clothing Store
902,Quarry Bay,Eastern,22.2842708,114.2128445,Codfather,22.287592644686736,114.21172498250185,Seafood Restaurant
903,Quarry Bay,Eastern,22.2842708,114.2128445,Myung Ga Korean Restaurant (名家韓國餐廳),22.286517083347118,114.21646863274587,Korean Restaurant
904,Quarry Bay,Eastern,22.2842708,114.2128445,Food Le Parc by PARKnSHOP,22.28669391304523,114.21364275391487,Supermarket
905,Quarry Bay,Eastern,22.2842708,114.2128445,Shiro,22.287396508052684,114.21210893927659,Sushi Restaurant
906,Quarry Bay,Eastern,22.2842708,114.2128445,Eiffel Bistro,22.286513,114.214445,Bistro
907,Quarry Bay,Eastern,22.2842708,114.2128445,Arisu Korean Restaurant 阿利水韓國料理 (阿利水韓國料理),22.28628887267868,114.21169345105287,Korean Restaurant
908,Quarry Bay,Eastern,22.2842708,114.2128445,Pret A Manger,22.287873645334344,114.21132705206074,Sandwich Place
909,Quarry Bay,Eastern,22.2842708,114.2128445,Kyo Hayashiya (京林屋),22.286356,114.215684,Ice Cream Shop
910,Quarry Bay,Eastern,22.2842708,114.2128445,Starbucks (星巴克),22.284953,114.216131,Coffee Shop
911,Quarry Bay,Eastern,22.2842708,114.2128445,Hakodate (函館),22.288071644223045,114.21087892407843,Ramen Restaurant
912,Quarry Bay,Eastern,22.2842708,114.2128445,Häagen-Dazs (Häagen-Dazs 哈根達斯),22.285679874258314,114.2174180534139,Ice Cream Shop
913,Quarry Bay,Eastern,22.2842708,114.2128445,simplylife BAKERY CAFÉ,22.286235195333298,114.21685143611084,Café
914,Quarry Bay,Eastern,22.2842708,114.2128445,H&M,22.2843312824866,114.216012954712,Clothing Store
915,Quarry Bay,Eastern,22.2842708,114.2128445,The Night Market,22.2868483898714,114.21674467530012,Taiwanese Restaurant
916,Quarry Bay,Eastern,22.2842708,114.2128445,The Graces Restaurant (玉桃軒),22.284610002797617,114.21555998027245,Cantonese Restaurant
917,Quarry Bay,Eastern,22.2842708,114.2128445,Butao Ramen (豚王),22.286188313500134,114.21619302174952,Ramen Restaurant
918,Quarry Bay,Eastern,22.2842708,114.2128445,House of Canton (翰騰閣),22.285783390952673,114.21740551992976,Cantonese Restaurant
919,Quarry Bay,Eastern,22.2842708,114.2128445,McDonald's (麥當勞),22.285628908100758,114.21743236469167,Fast Food Restaurant
920,Quarry Bay,Eastern,22.2842708,114.2128445,Marugame Seimen (丸龜製麵),22.284674,114.215714,Udon Restaurant
921,Quarry Bay,Eastern,22.2842708,114.2128445,Fusion Deli,22.28346792585785,114.21600744118221,Deli / Bodega
922,Quarry Bay,Eastern,22.2842708,114.2128445,Quattro's Kitchen,22.284134,114.21644,Steakhouse
923,Quarry Bay,Eastern,22.2842708,114.2128445,Food Marché,22.284720960553354,114.21653975915976,Supermarket
924,Sai Wan Ho,Eastern,22.2816131,114.2222928,Little Kitchen,22.281781253443764,114.22151634936964,French Restaurant
925,Sai Wan Ho,Eastern,22.2816131,114.2222928,Ashoka Indian Restaurant (皇子印度餐廳),22.280257100544592,114.22475346783456,Indian Restaurant
926,Sai Wan Ho,Eastern,22.2816131,114.2222928,海南雞專門店,22.283031659973314,114.22193747475882,Chinese Restaurant
927,Sai Wan Ho,Eastern,22.2816131,114.2222928,華記士多,22.283213990305203,114.22070650474656,Cantonese Restaurant
928,Sai Wan Ho,Eastern,22.2816131,114.2222928,Aldrich Bay Park (愛秩序灣公園),22.282662544950405,114.22487738754329,Park
929,Sai Wan Ho,Eastern,22.2816131,114.2222928,合時小廚,22.283310669055293,114.22096235084481,Chinese Restaurant
930,Sai Wan Ho,Eastern,22.2816131,114.2222928,Tai Hing (太興),22.283080813929093,114.22262728363114,Hong Kong Restaurant
931,Shau Kei Wan,Eastern,22.2790972,114.2286665,Master Low-key Food Shop (低調高手大街小食),22.279212086093487,114.22960599296015,Snack Place
932,Shau Kei Wan,Eastern,22.2790972,114.2286665,On Lee Noodle Shop (安利魚蛋粉麵),22.280287845209767,114.23044504766645,Noodle House
933,Shau Kei Wan,Eastern,22.2790972,114.2286665,Kam Tung Kitchen (金東大小廚),22.279443468367084,114.2301086127132,Dim Sum Restaurant
934,Shau Kei Wan,Eastern,22.2790972,114.2286665,Shau Kei Wan Market (筲箕灣街市),22.277946015173903,114.22945160829029,Farmers Market
935,Shau Kei Wan,Eastern,22.2790972,114.2286665,紹華小廚,22.280542870352193,114.2271238700188,Chinese Restaurant
936,Shau Kei Wan,Eastern,22.2790972,114.2286665,Aldrich Bay Promenade (愛秩序灣海濱花園),22.282609,114.229576,Park
937,Shau Kei Wan,Eastern,22.2790972,114.2286665,Ashoka Indian Restaurant (皇子印度餐廳),22.280257100544592,114.22475346783456,Indian Restaurant
938,Shau Kei Wan,Eastern,22.2790972,114.2286665,Wong Lam Kee Chiu Chow Fish Ball Noodles (王林記潮州魚蛋粉麵),22.280480433602435,114.23054529760694,Noodle House
939,Shau Kei Wan,Eastern,22.2790972,114.2286665,Hainan South (南駅),22.27994285215193,114.23029054609111,Hainan Restaurant
940,Shau Kei Wan,Eastern,22.2790972,114.2286665,太爺雞,22.280352975631086,114.23047010386253,Chinese Restaurant
941,Shau Kei Wan,Eastern,22.2790972,114.2286665,Capital Café (華星冰室),22.277344652960302,114.22998533162259,Cha Chaan Teng
942,Shau Kei Wan,Eastern,22.2790972,114.2286665,Indonesian Sate House (印尼沙爹屋),22.279324926717205,114.22984805566341,BBQ Joint
943,Shau Kei Wan,Eastern,22.2790972,114.2286665,On Lee (安利大排檔),22.280059550593748,114.2303668336141,Noodle House
944,Shau Kei Wan,Eastern,22.2790972,114.2286665,Tsui Wah Restaurant (翠華餐廳),22.277830122570116,114.22702199144827,Cha Chaan Teng
945,Shau Kei Wan,Eastern,22.2790972,114.2286665,Tsui Yuen Dessert (翠苑甜品專家),22.278551464258793,114.22950644853618,Dessert Shop
946,Shau Kei Wan,Eastern,22.2790972,114.2286665,呂仔記,22.27878126044626,114.23001421698672,Dessert Shop
947,Shau Kei Wan,Eastern,22.2790972,114.2286665,Shau Kei Wan Tram Terminus (筲箕灣電車總站),22.277800972344846,114.2302196746218,Tram Station
948,Shau Kei Wan,Eastern,22.2790972,114.2286665,Northern Dumpling Yuan (北方餃子源),22.279808347204092,114.23022388137878,Dumpling Restaurant
949,Shau Kei Wan,Eastern,22.2790972,114.2286665,McDonald's (麥當勞),22.280940944807,114.2278030368437,Fast Food Restaurant
950,Shau Kei Wan,Eastern,22.2790972,114.2286665,McDonald's (McDonald's 麥當勞),22.2782064911206,114.22645631184437,Fast Food Restaurant
951,Shau Kei Wan,Eastern,22.2790972,114.2286665,McDonald's (麥當勞),22.277864823201558,114.23023885534529,Fast Food Restaurant
952,Shau Kei Wan,Eastern,22.2790972,114.2286665,Circle K (OK便利店),22.280415739338878,114.22840673979287,Convenience Store
953,Shau Kei Wan,Eastern,22.2790972,114.2286665,Sun Chiu Kee (新釗記),22.277778954974018,114.22972440719604,Chinese Restaurant
954,Shau Kei Wan,Eastern,22.2790972,114.2286665,Wellcome (惠康),22.27855056514004,114.22888080079181,Grocery Store
955,Shau Kei Wan,Eastern,22.2790972,114.2286665,Mannings (萬寧),22.279538971149343,114.22999726083525,Pharmacy
956,Shau Kei Wan,Eastern,22.2790972,114.2286665,Aldrich Garden Shopping Centre 愛碟灣商場,22.280511718505828,114.22876083439984,Shopping Mall
957,Shau Kei Wan,Eastern,22.2790972,114.2286665,Pak Lee Café (百利冰室),22.28058172369967,114.22416623547623,Cha Chaan Teng
958,Shau Kei Wan,Eastern,22.2790972,114.2286665,Chai Wan Road Tram Stop (101E/02W) (柴灣道電車站),22.27682376474864,114.2286621523254,Tram Station
959,Shau Kei Wan,Eastern,22.2790972,114.2286665,鋒記小炒王,22.277122743839367,114.22743704151722,Hong Kong Restaurant
960,Shau Kei Wan,Eastern,22.2790972,114.2286665,Shau Kei Wan Centre 筲箕灣中心,22.276875,114.22931944444444,Housing Development
961,Shau Kei Wan,Eastern,22.2790972,114.2286665,祥囍煲仔小廚,22.276989,114.227281,Chinese Restaurant
962,Shau Kei Wan,Eastern,22.2790972,114.2286665,香港仔壹品魚蛋王,22.277449675519488,114.2256204114611,Asian Restaurant
963,Shau Kei Wan,Eastern,22.2790972,114.2286665,7-Eleven,22.277502423096706,114.22553914328218,Convenience Store
964,Shau Kei Wan,Eastern,22.2790972,114.2286665,Smiling Shau Kei Wan Plaza (天悅筲箕灣廣場),22.27749878999692,114.22552128829615,Shopping Mall
965,Shau Kei Wan,Eastern,22.2790972,114.2286665,Shaukeiwan Typhoon Shelter (筲箕灣避風塘),22.28326375382008,114.22877244405417,Harbor / Marina
966,Shau Kei Wan,Eastern,22.2790972,114.2286665,Café de Coral 大家樂,22.277415289655725,114.22435494808775,Fast Food Restaurant
967,Shau Kei Wan,Eastern,22.2790972,114.2286665,Yuet Restaurant (粵品茶餐室),22.280574560928187,114.22422724056945,Asian Restaurant
968,Chai Wan,Eastern,22.2656067,114.23796440000001,Y-Loft,22.26269237290972,114.23614846932406,Hostel
969,Chai Wan,Eastern,22.2656067,114.23796440000001,Chai Wan Park (柴灣公園),22.26452444498362,114.2379641532898,Park
970,Chai Wan,Eastern,22.2656067,114.23796440000001,Chai Wan Sports Centre 柴灣體育館,22.26472397724331,114.23982795353876,Athletics & Sports
971,Chai Wan,Eastern,22.2656067,114.23796440000001,Starbucks (星巴克),22.264020490756273,114.23700330358038,Coffee Shop
972,Chai Wan,Eastern,22.2656067,114.23796440000001,Việt's Choicê 越棧 (越棧),22.263958494134783,114.23713266849518,Vietnamese Restaurant
973,Chai Wan,Eastern,22.2656067,114.23796440000001,Starbucks (星巴克),22.26911112306705,114.2364581555227,Coffee Shop
974,Chai Wan,Eastern,22.2656067,114.23796440000001,McDonald's (麥當勞),22.263259585402025,114.23770017585356,Fast Food Restaurant
975,Chai Wan,Eastern,22.2656067,114.23796440000001,Small Potato Movieland 薯仔屋電影餐廳,22.263933,114.238405,Diner
976,Chai Wan,Eastern,22.2656067,114.23796440000001,Cinema City Chai Wan (Cinema City柴灣),22.264017329814024,114.23863124985064,Multiplex
977,Chai Wan,Eastern,22.2656067,114.23796440000001,Sasa (莎莎),22.264681070920936,114.23666113204055,Cosmetics Shop
978,Chai Wan,Eastern,22.2656067,114.23796440000001,Kuen Fat Seafood Restaurant (權發海鮮酒家),22.263993040161253,114.23826160674848,Cantonese Restaurant
979,Chai Wan,Eastern,22.2656067,114.23796440000001,Arome Bakery (東海堂),22.264440048949602,114.23702001571655,Bakery
980,Chai Wan,Eastern,22.2656067,114.23796440000001,7-Eleven,22.263986,114.236997,Convenience Store
981,Chai Wan,Eastern,22.2656067,114.23796440000001,Winner Restaurant (永利茶餐廳),22.264005564720154,114.23906024179851,Cha Chaan Teng
982,Chai Wan,Eastern,22.2656067,114.23796440000001,Yeh Lam Kwok (椰林閣),22.26377977233862,114.23698782920837,Hong Kong Restaurant
983,Chai Wan,Eastern,22.2656067,114.23796440000001,太和堂,22.26454057951373,114.24005895853043,Tea Room
984,Chai Wan,Eastern,22.2656067,114.23796440000001,Café de Coral 大家樂,22.263423984508496,114.23758988640564,Fast Food Restaurant
985,Chai Wan,Eastern,22.2656067,114.23796440000001,金和餐廳,22.264802,114.240298,Chinese Restaurant
986,Chai Wan,Eastern,22.2656067,114.23796440000001,Good Bean Restaurant 福豆餐廳,22.263316576908032,114.23832708375814,Fast Food Restaurant
987,Chai Wan,Eastern,22.2656067,114.23796440000001,泉記海鮮飯店,22.26343722159135,114.23980414867401,Seafood Restaurant
988,Chai Wan,Eastern,22.2656067,114.23796440000001,Star Seafood Restaurant (明星海鮮酒家),22.264158317857994,114.23531360539957,Cantonese Restaurant
989,Chai Wan,Eastern,22.2656067,114.23796440000001,Sino Kitchen,22.266798154272777,114.23514246940613,Restaurant
990,Chai Wan,Eastern,22.2656067,114.23796440000001,7-Eleven,22.266922,114.235167,Convenience Store
991,Chai Wan,Eastern,22.2656067,114.23796440000001,Fulum Palace (富臨皇宮),22.266883233389944,114.23511298865698,Chinese Restaurant
992,Chai Wan,Eastern,22.2656067,114.23796440000001,Famous Seafood Restaurant (德聲海鮮酒家),22.2647762298584,114.24102783203125,Cantonese Restaurant
993,Chai Wan,Eastern,22.2656067,114.23796440000001,Citybus: Bus A12 Cityflyer,22.263917587331914,114.23466430338146,Moving Target
994,Chai Wan,Eastern,22.2656067,114.23796440000001,McDonald's (麥當勞),22.262677649552383,114.23587203025818,Fast Food Restaurant
995,Chai Wan,Eastern,22.2656067,114.23796440000001,Man Wah Restaurant 民華餐廳,22.262396,114.236313,Hong Kong Restaurant
996,Chai Wan,Eastern,22.2656067,114.23796440000001,Hospital Canteen (醫院飯堂),22.269246485561474,114.23698187650285,Cafeteria
997,Siu Sai Wan,Eastern,22.263727300000003,114.25020790000002,Siu Sai Wan Market (本灣市場),22.262846544979524,114.24910593257835,Market
998,Siu Sai Wan,Eastern,22.263727300000003,114.25020790000002,Siu Sai Wan Sports Ground (小西灣運動場),22.2675,114.24908,Stadium
